p,mean,stddev
1,17.029266299999996,0.032075193966833455
2,34.058403300000002,0.040802563385281619
4,67.819226000000015,0.099248718690971696
8,135.19039050000001,0.35444821840552415
16,268.66442930000005,0.69014595209595442
32,497.29525150000006,21.512342294162629
