p,mean,stddev
1,17.352906000000001,0.016579255103893204
2,34.666427599999999,0.031795296165314221
4,69.193492800000001,0.1014003656953964
8,137.28411410000001,1.281337271930115
16,274.01352370000006,0.9848937228658966
32,490.33695760000001,26.436523944600523
